"","Heading","Text","Rating","Time"
"1","great phone","Great phone as expected for the latest iPhone , got it for the wife and she has no complains about it.",5,2020-01-21 13:08:00
"2","Best iPhone yet","Simplicity meets need.
One rugged price of equipment.
Still has the same kinks like the face unlock doesn’t work when your driving Or at an angle and people will see u putting in your passcode If it doesn’t work.
These are easy fixes. It could use multi tasking otherwise the best speedy  and beautiful.
Too expensive .",4,2019-10-18 17:04:00
"3","This iphone takes great picturesIt takes time to g","It takes a little time to get use to this iPhone, because it no longer have the home button you have to swipe.",5,2019-10-22 07:07:00
"4","Fantastic camera","I love the pictures this phone takes. It met the mark on almost every level.",5,2019-10-18 15:30:00
"5","Very good camera and battery","Loving this iPhone it’s pretty good quality and the battery is very good as well my phone stays pretty much changed all day",5,2019-10-29 23:42:00
"6","Cameras!","This phone is amazing and so user friendly. The images it captures at night are spectacular.",5,2019-10-14 16:05:00
"7","Great overall","I love the camera, is fun and when recording it’s awesome!!!!!",5,2019-10-12 11:55:00
"8","The phone keep crashing","The constantly crash so planning on return it before my 14 days expored to get another one",1,2019-10-05 07:29:00
"9","Great value dollar per dollar!!!","This new iPhone separated itself from the rest, is lighter, it feels right on the hand. The transition from a physical button to a digital operation is painless.
I will recommend this iPhone to anyone with an iphone 8 and below. Newer phones are very similar but I will still say the iphone 11 pro is a better phone.",5,2019-10-11 23:33:00
"10","Great Phone that scratches easily","I love the phone, especially the camera. After upgrading from a 7 Plus, I got used to the new gestures and lack of home button very quickly. The only negative I have is that, after having several iPhones and never using a screen protector, after less than 2 weeks, my screen has a scratch deep enough for me to feel with my fingernail. I have no idea how it happened because I've treated it the same as all other non-scratched phones. It's bothering me to see so I guess I'll have to put a screen protector on it. Maybe it'll hide the scratch. There is a discussion about it on the Apple page as well. I recommend the phone, just go ahead and put a screen protector on it from the start.",5,2019-10-25 21:44:00
"11","Awesome phone.","It’s been seven days with it and can say that it is a great iPhone 
I come from an iPhone XR that i had for barely 4months, it’s crazy!
Prior to that i had an iPhone 6 for 5 years and an iPhone 4s for 4 years, so am not exactly a compulsive iPhone buyer hehe, The only reason that I switch my XR for the 11 Pro was the camera AND because i had the chance to get a good deal on it, but the iOS its great too. i was one of the lucky ones that didn’t get pesky bugs with it. I don’t know how to really describe it all i can tell that so far this is an awesome phone. The pictures it takes look professional, videos and games vey crisp, of course everything else is good too, calls, Bluetooth connectivity with my devices is great no drops, Siri is more intelligent now.so much that am actually using it. Am just a happy iPhone owner the kind of happiness that only iPhone owners know, if you have a chance to upgrade don’t hesitate, you wont regret it.",5,2019-09-27 18:08:00
"12","Great for people who love taking photos!","I know this is said every year but this is truly the best iPhone camera Apple has ever made! In addition to that, the battery is incredible. I can go a whole day without needing to worry about charging it. If you’re fan of gaming on the go, the new selection of games on Apple Arcade look absolutely beautiful on this giant screen. With the new processor, some of these games can almost stand up with console games in terms of graphics and quality. And lastly, the phone itself is absolutely beautiful to look at and hold. The three cameras took some getting used to at first but now they look great imo.",5,2019-10-19 11:55:00
"13","Amazing camera!","Decided to upgrade from iPhone X. Amazing quality only Apple provides. Longer battery life, unbelievably fast, and pictures are amazing! Previous iPhone cameras were not good in low light or in settings with bright sun in background. Pro max delivers amazing photos and videos in all lighting. Wife initially upgraded to the Note10+, but changed to a Pro Max for the overall functionality and camera.",5,2019-10-05 03:37:00
"14","The bomb battery  liiiife","I’m enjoying my upgrade I had the XS and I must say the battery life on this phone is the best one to date! The new square and battery upgrade was needed! I enjoy the cameras yes they’re lovely being that I’m a selfie gal but the battery is where it’s at period for me!!! I left it off the charger for a entire day and tada my phone didn’t die out! I’m a heavy user but during this time I kept it basic normal lighting, texting was over the top and I’d say social media 6 hours  off and on. My battery went down to 10%. I’m impressed!",5,2019-10-18 16:12:00
"15","Best ever!!!","I have been hard using Apple devices for the last 12 years, and I own almost all top devices under Apple brand and I have to say you that I have a big problem....

All my devices bought on the last 10 years are still working and I can’t imagine bring them to recycling, so I believe that I’m a few years I will have a persona museum to show to the new generations of my relatives part of the tech history!!!

Everything always can be better, and I’m sure that Apple devices are on the way to become day by day a little better ever!!!",5,2019-10-18 20:09:00
"16","If you’re military never deal with Best Buy","If you’re looking for a military discount for your account do not go through Best Buy. They don’t have any idea of what the bill should actually be and don’t work for the carriers directly and will have absolutely zero answers when there is an issue. the phone is great but don’t do it....",5,2019-12-27 15:29:00
"17","Excellent","My iPhone XSMax is one of my favorite and best phones. I think I have had every model of the iPhone except the 8.  The iPh 11 ProMax improves on the older model quite a lot. They look identical except for the camera, but it really is a big improvement in battery life, screen, picture quality and function. Quality feel and look is excellent.   I do hope it is not plagued with battery issues as so many modern day iPhones tend to have.   Its expensive !",5,2019-10-02 00:46:00
"18","Great!","As always the iPhone 11 Pro Max is easy to use. Camera is great too! I am happy to say that Apple didn't disappoint with the new upgrades.",5,2020-02-05 13:59:00
"19","It’s a nice size. Good product","Very intuitive just like the other Apple productsGood product. It’s easy to see easy to read I have a small hand it’s not too big or too or falling out of my hand I do have a silicone case so in case it does fall it won’t break. It is a little of a chore getting used to it because it doesn’t have the home button like my seven did but I’m sure that will just come a time",5,2019-10-17 16:46:00
"20","Too much phone for a 17 year old","I bought this for my daughters birthday. She is 17 and the Iphone 11 probably would have been good enough. It is huge but a very nice phone. She bought the silver one and the color is almost white in color. It is a great phone, just like the last one",5,2019-10-05 08:37:00
"21","IPhone 11 Pro Max","Everything from the display, to the size of the screen, the design of the phone is absolutely great! I would highly recommend this phone to any and everyone . If you dont mind spending the extra money definitely purchase this phone.",5,2019-12-14 20:27:00
"22","Great phone","Needed a upgrade from my 8 plus ! So far so good great phone. Still getting used to different features. 
Can’t complain! Definitely like the bigger screen!",5,2020-01-18 11:23:00
"23","Awesome!!","I had the original iPhone And then was strictly Samsung....I traded in my galaxy 10 plus for the 11 Pro max and don’t regret it in the slightest... this phone is a beast",5,2020-01-10 15:23:00
"24","All around great except reception","I’ve been part of the Apple Ecosystem for going on 10 years now and the iPhone 11 series is by far the best offering yet. Camera is a huge upgrade, which I didn’t think was possible, and the battery seems to last forever. Plus it’s super fast and the screen looks great. Only issue I’m having is slightly less reception than I did on my Xs Max.",5,2019-10-19 05:24:00
"25","Great phone... not much difference from XS Max","I upgraded from the XS Max to the 11 Pro Max because I’m on the iPhone forever plan so I figured as the phone will depreciate faster than the value will hold... and because I could upgrade for a minimal upgrade fee I might as well get the latest and greatest. Works great. Camera and battery are noticeably better although!",5,2019-10-23 22:46:00
"26","Phone is amazing!","This iPhone is by far the best one I’ve had yet! I absolutely love the picture and sound quality. The pictures this phone takes is absolutely amazing and makes me feel like a wannabe photographer. My one massive flaw I have with this phone is that it’s on the sprint network. Everything else on this phone is perfect except for the carrier.",5,2019-10-11 15:52:00
"27","iPhone 11 Pro Max is the Gold Standard","I upgraded to this model from an iPhone X.  Both are great cell phones and I really cannot find many useful differences in the phone function.  The camera on the 11 Pro Max is an upgrade that I have not had the phone long enough to explore, but so far the pictures are excellent.",5,2019-11-04 15:54:00
"28","Impressive","This is a snappy phone- coming from Android has been interesting, but it looks promising with its speed and overall smoothness. I have had the occasional crash however. I hope those are few and far between.",5,2019-12-07 21:31:00
"29","About time they up the camera game","I had the iPhone 7plus since it came out waited a long time for a decent upgrade very happy with the phone I would recommend it highly",5,2019-09-29 16:00:00
"30","Enjoy the bigger phone","I upgraded to the iPhone 11 Pro Max from an iPhone X .  I enjoy the bigger screen, but it is a little uncomfortable when it is in my pocket.  Other than that, I love the phone and am glad we upgraded when we did.",5,2019-12-04 09:29:00
"31","Great phone","I went from having a iPhone 8 to this phone and I love it! I thought that I was going to have some difficulty with not having the home button but I am now used to it",5,2019-12-27 16:18:00
"32","iPhone 11 pro max nice little phone","I very much like the 11 pro max over the ax’s max which was not a very friendly iPhone for me. So far the 11 pro Max has met expectations even though it has only been in my possession a couple of weeks. I expect to probably keep this model for a couple of years until the 5G models arrive in a couple of years.",5,2019-10-11 16:17:00
"33","Amazing camera and battery","This phone wasn’t a huge upgrade from my X but I’m glad I did it the battery is the longest I’ve had in a phone as far as I can tell, and the camera quality is amazing as always, it’s a little heavier probably because it’s sturdier I would definitely recommend it",5,2019-11-03 11:37:00
"34","iPhone 11 Pro Max awesome upgrade","I love the ease of online ordering my new iPhone 11 pro max silver avoiding lines at the store. Quick pickup once I reached the store. Apple products always packaged well and bestbuy threw in a new SIM card.",5,2019-09-25 16:50:00
"35","Love the phone, hate the hassle of setting up","This is the first phone that I have had to set up myself, rather than a technician do it. It took 4+ hours to get it working between  figuring out the SIMS card and how to open the compartment (had to use a youtube video) and getting it activated on Sprint (3 calls and nearly 3 and 1/2 hours). The phone now works great and looks amazing.",5,2019-09-23 12:00:00
"36","iPhone Green","I really like the new iPhone. I recently got the new iPhone in Green and the color is really cool and different. I like the new camera feature that seems to take better pictures than my old 7plus. So I would go with the new iPhone in Green if I had to make the choice all over again.",5,2019-10-19 07:50:00
"37","IPhone 11 Pro Max","I loved my IPhone 7 Plus. So when deciding on a new phone, it was a easy choice going with the IPhone 11 Pro Max! Still getting use to some new features but so far, so good!",5,2019-12-13 16:31:00
"38","Great Phone","Upgraded from an iPhone 6 (since no more iOS updates).  The difference is obviously huge. This phone should last me another 5 to 6 generations since Sprint will take forever on 5G rollout.",5,2019-09-27 15:20:00
"39","Amazing camera and features","Previously had iPhone X so this was an upgrade...overall great phone",5,2020-01-31 15:11:00
"40","battery life superb","I have had no problems, so far. I love the battery life and cameras.",5,2020-01-31 15:41:00
"41","Great Phone","I have always bought android phones, This could be a change for good. Great phone so far.",5,2020-01-24 18:27:00
"42","Apple - iPhone 11 Pro Max 64GB - Gold (Sprint)","My new Apple - iPhone 11 Pro Max 64GB - Gold (Sprint) is wonderful. I have come to love this big phone.",5,2020-01-16 07:35:00
"43","Iphone 11 Pro Max","I upgraded with Sprint and I love it. I also got the iphone 11 for free with a new activation",5,2020-01-19 20:15:00
"44","Great Camera, Great Phone","The iPhone 11 Pro Max is an amazing phone. It has a great battery life, awesome cameras, and an outstanding display. Although, if you already own a X (pronounced Ten) or a XS/XS Max, I wouldn’t recommend upgrading yet unless it’s in your contract to do so.",5,2019-10-19 09:12:00
"45","Great Phone","Had to get this for the wife, since I was upgrading mine. She went from an iPhone 8 so not as big a leap as my iPhone 6 upgrade. Wife still likes this more than her old phone.",5,2019-09-27 15:25:00
"46","Great Phine!!!","Love the speed of facial recognition very fast. Beautiful color on the phone. Phone doesn’t feel slippery has a textured feel. The screen is awesome the new os is great love it!!!!",5,2019-09-22 15:33:00
"47","Phenomenal phone","iPhone series never ceases to amaze me. This flagship phone has exceeded my expectations.",5,2020-01-18 11:30:00
"48","Great","Got it on deal of the day. Amazing product amazing price!",5,2020-02-03 22:10:00
"49","NICE PHONE","I have no problems with this phone at all! I'll be using this for years to come!",5,2020-01-23 03:58:00
"50","iPhone 11 Pro Max","Great phone love the camera. Can’t go wrong with Apple",5,2020-02-01 23:46:00
"51","Great for price","This phone is everything I wanted and need in a phone",5,2020-01-31 19:31:00
"52","I’m happy with the purchase","I’ve had a lot of different iPhone models through the years. This one works as well as the others. I don’t take a lot of pictures and the camera seems more advanced than my previous iPhones",5,2019-11-17 19:50:00
"53","Loving this phone","I waited a while to do the review because I usually change my mind after a few months, but I’m still in love with this phone. I updgraded from an iPhone X & it’s definitely a difference in the picture quality.",4,2020-01-18 15:06:00
"54","Very nice","What can I say it’s an IPhone it works my last IPhone was a 7 plus 3 yrs old still works great gave it to my son hopefully this one last as long read up on the features it does exactly what it’s supposed to do what I can say though the battery life is WOW amazing",5,2019-10-04 15:27:00
"55","Apple iPhone Pro Max","Absolutely love this phone. The camera is amazing!",5,2020-01-31 17:53:00
"56","iPhone 11 Pro Max","Upgrading from an iPhone X launch model and loving every minute of it.  Larger screen size is definitely a benefit for the eyes!",5,2019-10-22 19:20:00
"57","Apple - iPhone 11 Pro Max 64GB - Midnight Green (S","My husband loves his new Apple - iPhone 11 Pro Max 64GB - Midnight Green (Sprint).",5,2020-01-16 07:16:00
"58","Great iphone","This newest iphone is great. The display is unreal. The cameras take high quality photos as well. Never had a bad iphone, and they keep raising the bar. Battery life is much improved over previous models.",5,2019-11-04 12:32:00
"59","Loving The New iPhone 11 Pro Max","I'm loving how smooth and fast it operates. The anti-glare is outstanding while using it during the day. Picture quality has improved and glad to see night mode added for night time pictures. Definitely worth the wait since my last upgrade.",5,2019-10-12 12:30:00
"60","Loving The New iPhone 11 Pro Max","I'm loving how smooth and fast it operates. The anti-glare is outstanding while using it during the day. Picture quality has improved and glad to see night mode added for night time pictures. Definitely worth the wait since my last upgrade.",5,2019-10-12 12:28:00
"61","iphone = excellent","felt like upgrading, wasn't sure if i wanted the pro max but i figured, ehh, just get it!  so i did!",5,2020-01-02 09:27:00
"62","Unimpressed","I have had this phone just over a month. Many many functions but not sure if necessary. I am not a big fan of the new touch style screen. Takes time to get used to it and allows usage problems depending on the individuals touch. Screens lock up during texting , email and while sending photos. I had to shut it down numerous times to free up the frozen screen. Camera is quite complicated and tricky to use. I think I liked my IPhone 8 Plus better but time will tell.",3,2020-01-31 22:09:00
"63","Great phone","This is a great phone that I purchased on 12/14/19 I love this phone it is the right size easy to hold",5,2019-12-31 04:58:00
"64","Excellent Phone","I was in need of a phone upgrade, and decided to spend the extra money to get this version. Was a great decision. Very intuitive, love the camera and video that it captures. Would recommend to anyone considering.",5,2019-10-25 15:15:00
"65","iPhone family member","My family loves the iPhone n my 10 year old reviews all the apple phones and tells everyone what’s new and better with each new model...She gave it a thumbs up and requested she should get one...lol",5,2019-11-02 09:44:00
"66","Great","It’s an Apple Product, lives up to the expectations, camera is AMAZING, very crisp and clear, zoom on camera is clear, graininess is less.  Only complaint is that it does get hotter than I remember my old one getting when used for a long period of time.",5,2019-09-29 11:53:00
"67","Best iPhone ever","This phone has some awesome upgrades. The camera is phenomenal. Speed is unbeatable. Picture clarity is awesome. I’ve gone over a day in a half without charging the phone. Not just a normal day but on a four hour car trip on it constantly. Kudos to Apple.",5,2019-09-27 15:25:00
"68","Best iPhone yet, 11 Pro Max","I held off for two years and was skeptical to purchase the new phone. I think it was a great decision to buy now. It is much faster and the iOS update works well. Best part is the picture quality which matched my SLR.",5,2019-10-18 17:43:00
"69","Best ever phone","Great apple phone on best phone ever I find everything on the phone",5,2020-01-17 16:18:00
"70","Awesome","Awesome phone. Left the note 9 to go iPhone and it’s pretty sweet",5,2020-01-18 05:27:00
"71","Much improved over the 7+","The 11 Pro Max is about the same size as my 7+ but the functionality is greatly improved",5,2020-01-03 15:48:00
"72","Awesome!!","Ahhh! The camera rocks! I've been doing so much filming and still shots... 
I've had it about 2 weeks now and am completely satisfied. If you've had or used iProducts before it is very user friendly.",5,2019-10-25 20:04:00
"73","Awesome camera and even better battery","Yes the design isn’t much different but the camera on this phone is the best I have ever seen. And the battery life is incredible. I can use it a whole day and then forget to charge it at night and wake up to 40% battery life.  Awesome phone!",5,2019-09-29 10:45:00
"74","Awesome device","Just get it. Nothing to complain about. Definitely get a case and screen protector",5,2020-01-06 12:50:00
"75","New phone new Technology","Apple comes out with new products and they hit a home run on this phone. This phone is very versatile.",5,2019-12-21 06:24:00
"76","Wish there were more colors...","I bought one for my mom, she seems to enjoy it a lot. I would've gotten one for me as well, but I decided to go with Samsung instead.",4,2020-02-04 17:58:00
"77","Everything is great","Everything is great It’s my favorite store excellent people",5,2020-01-17 15:36:00
"78","Cameras are top notch","Love the camera.  Love the feel and look of phone.  Finally a new apple product to be proud of.  Only complaint is if you have sprint. Their coverage and data speeds are dropping every day.",5,2019-10-26 04:36:00
"79","Great","Good product great price! Needed 25 more characters so I wrote this",5,2020-01-10 16:28:00
"80","Outstanding phone","Great phone. It is very costly but I’m still glad I chose it over the others.",5,2020-01-03 16:26:00
"81","Great phone!","What can I say, it’s an iPhone.  Service at our store was fantastic as well!",5,2020-01-03 15:51:00
"82","1st Time iPhone user","I really like the phone. When I saw it I was thinking maybe I'll get one. The only thing I don't like is with android you were able to create groups for texting and emailing, etc. I have not been able to do that with this phone and was told it couldn't be done on IOS. There are some improvements I would like to see Apple make but overall it's a great phone.",4,2019-10-26 11:54:00
"83","First iphone","This is the first time I’ve had an iPhone and I love it! I’m still trying to get use to the switch but so far I have really enjoyed it.",5,2019-11-22 21:12:00
"84","Best iPhone yet","Upgraded from a iPhone 6. First thing I noticed was an improvement in speed especially in apps & internet. Many new features to learn about. Looking forward to discovering all of the capabilities of this great new phone!",5,2019-09-27 20:53:00
"85","Just what I needed","Wanted a bigger phone so I decided to upgrade from my iPhone X.  Wanted the phone on launch day, but the best buy near my house was sold out even though the website indicated they had stock. So I decided to check the website the next day and they had 1 in stock about 30 miles away, so I took my chances and ordered online for 1 hour pick up.  Phone was ready in about 2 hours, but pick up and setting up Iphone was a breeze.",4,2019-09-27 15:36:00
"86","great phone","Worth the upgrade, if you come from a iPhone 7. I came from a 8 and its not really much, except the battery life. Regardless got a great deal off trade in credit.",5,2019-11-03 22:27:00
"87","Love it","So sleek so fast no hang ups here. I love the phone and am glad I purchased it.",5,2019-12-27 16:39:00
"88","Pro Max","Love the phone it’s everything I wanted in a Apple phone",5,2020-01-10 16:39:00
"89","Nice phone","I love the camera quality on this phone. The face id is alright and miss thumbprint log in. I love the extra storage",4,2020-02-02 22:00:00
"90","Pricey","I can’t really tell a difference in this and my xs max other than the cameras are different. But I can tell him you the camera is much much better than before.",5,2019-11-01 15:45:00
"91","Perfect IPhone","Its the perfect iPhone. Not sure how much better the phones can become from here on out after this one. It really has it all! Great job Apple!",5,2019-11-12 18:55:00
"92","BEST PHONE HANDS DOWN","I got the New I phone on 10-23-2019. I have always used I phones. To me they are the best phones on the market hands down. Samsung can not even compare.",5,2019-11-05 20:41:00
"93","Lives up to expectation","going from a 8 plus to 11 pro max was a major change. definitely lived up to the expectations. battery life is exceptional and night mode is better than taking a picture with flash. I’d recommend it.",5,2019-10-04 17:10:00
"94","GREAT SERVICE","gREAT SERVICE- READY IN MINUTES- ordered online pick up in store",5,2020-01-03 15:45:00
"95","Excellent phone for people that love cell phones.","It’s a very nice phone that’s fun to use. The camera is a real step up. It can take photos in extremely low light and the clarity is very good for a cellphone.",5,2019-10-26 03:23:00
"96","Awesome Device","This phone is great and has an amazing camera that helps with my photo taking. The battery literally lasts all day and not have to worry about carrying a charger with me.",5,2019-10-17 18:16:00
"97","Amazing Camera, Very Fast","I love this phone, my favorite by far! I’ve already filmed multiple videos and all have outstanding views and criticism! People can’t believe it’s an iPhone!",5,2019-10-25 22:53:00
"98","Best phone ever made!","The camera with 3 lens is amazing! And the midnight green really looks the best of any of the iphones so far.",5,2019-09-22 14:47:00
"99","Upgraded my daughter's Iphone","I like coming to best buy to do our phone upgrades, you always have the product in stock. Also, there is not a long wait and we get in right away.",5,2019-11-01 17:32:00
